497.58,13.24,3517.17,95.31,14.27,8.76,26143.7,43397.1,7.49,4.82,173.41,5.08,4569.91,6212.2,10656.6,4596.63,1696.25,1965.17,7.14,2.14,11675.28,12.93,2.44,38.3,19104.68,5.64,16.2,10.79,44.52,1.87,2036.42,4.060001,6.4,45.08,46.02,8809.7,43.02,34.73,9.99,8534.52,6.72,7.54,19.8,25.96,5.28,10.27,6.67
495.38,13.45,3554.37,94.91,14.31,8.34,26153.62,43139.1,8.19,4.85,173.69,5.62,4589.71,6199.2,10747.26,4592.08,1687.71,1944.69,6.91,2.41,11675.28,12.48,2.44,39.29,18787.05,6.2,16.2,10.83,44.07,1.87,2039.86,4.110001,6.4,44.86,47.14,8747.7,41.55,34.9,9.77,8313.35,7.53,7.27,18.2,26.14,7.21,10.07,6.7
503.65,13.3,3498.43,95.69,14.17,8.71,26080.75,43203.1,7.74,4.77,173.21,5.24,4656.08,6220.5,10794.95,4596.91,1700.87,1978.26,7.3,2.01,11675.28,13.37,2.44,39.45,19002.19,5.82,16.2,10.82,44.04,1.9,2038.47,3.970001,6.38,45.08,44.51,8864.6,43.75,35.1,9.75,8393.62,6.54,7.24,18.61,26.66,5.99,9.9,6.73
492.53,13.3,3488.8,95.17,14.44,8.14,26098.71,42899.1,6.86,4.9,174.13,5.38,4565.67,6204.6,10683.01,4603.68,1697.13,1938.03,7.1,1.96,11675.28,11.78,2.44,38.63,18908.26,5.67,16.2,10.86,44.17,1.87,2045.45,4.150001,6.4,44.81,46.4,8821.6,43.07,34.51,9.81,8343.9,5.42,7.36,18.54,25.59,6.23,9.75,6.62
505.3,13.25,3479.18,95.74,14.77,8.39,26062.32,43239.1,7.99,4.8,174.44,5.99,4701.61,6294.9,10739.31,4598.52,1694.63,1936.02,7,1.81,11675.28,13.1,2.44,38.88,18800.27,6.46,13.7,10.86,44.33,1.88,2051.82,3.920001,6.4,45.67,44.02,8809.4,43.69,34.69,9.9,8319.04,6.55,7.28,17.43,25.17,6.97,9.92,6.58
494.24,13.42,3535.2,94.74,13.74,8.29,26113.92,43423.1,7.85,4.76,171.73,5.44,4544.24,6204,10665.27,4595.44,1692.76,1953.72,7.15,1.96,11675.28,13.21,2.44,37.19,19003.34,5.62,16.2,10.75,43.9,1.89,2025.42,4.040001,6.4,44.96,47.98,8764.8,41.72,34.46,9.68,8233.75,7.05,7.26,19.06,26.65,5.82,9.79,6.67
506.65,13.28,3482.53,95.87,14.87,8.38,26169.99,43603.1,8.5,4.82,175.18,5.62,4687.3,6253.3,10892.31,4594.56,1689.86,1963.96,7.25,2.01,11703.26,12.84,2.44,39.76,18984.41,5.22,16.2,10.8,44.21,1.87,2055.35,4.170001,6.4,44.52,46.63,8899.3,43.67,34.84,9.83,8350.96,6.65,7.39,17.11,24.29,6.84,9.9,6.68
495.79,13.25,3625.55,95.02,14.04,8.4,26093.54,43386.1,7.25,4.79,173.76,5.58,4610.37,6230.7,10731.94,4594.48,1693.27,1956.38,7.1,2.21,11718.94,12.82,2.44,39,19198.95,5.82,16.2,11.03,43.88,1.86,2032.74,4.530001,6.37,44.76,45.94,8792.4,42.69,34.55,9.67,8359.83,5.66,7.48,18.58,26.41,6.72,9.83,6.68
510.29,13.35,3447.35,97.08,14.38,8.82,26102.36,43280.1,7.16,5.07,174.77,5.11,4694.42,6294.8,10750.52,4604.99,1690,1976.5,7.1,2,11645.84,14.37,2.38,39.64,19066.95,6.57,16.2,10.83,44.11,1.98,2048.01,3.76,6.4,46.63,47.04,8899.1,43.5,34.21,9.79,8370.3,6.28,7.3,17.58,24.92,5.44,9.98,6.7
498.72,13.25,3572.51,96.11,14.56,8.19,26092.15,43350.1,8.06,4.84,174.49,6.2,4613.4,6202.4,10729.3,4599.71,1700.24,1978.38,7.16,2.12,11672.33,13.2,2.44,39.33,19103.9,5.77,16.2,10.85,44.35,2.03,2045.17,4.000001,6.4,46.71,44.02,8799.4,45.01,34.7,9.91,8486.88,6.67,7.26,18.17,24.97,5.47,9.85,6.64
503.39,13.26,3543.1,95.6,14.25,8.36,26102.98,43190.1,8.85,4.9,174.49,5.53,4685.98,6272.9,10745.5,4582.22,1704.64,1966.97,7.19,1.91,11687.82,12.63,2.44,37.61,19110.52,5.82,16.2,10.79,44.34,1.82,2043.82,4.000002,6.42,44.7,42.15,8860.5,42.74,34.63,9.89,8394.85,6.3,7.33,18.44,25.65,6.09,9.9,6.61
494.51,13.29,3634.35,93.42,14.38,7.97,26113.28,42849.1,6.84,4.92,171.4,4.7,4580.13,6150.2,10668.61,4598.38,1693.32,1955.2,7.1,2.16,11681.34,12.63,2.44,38.48,18838.99,5.67,16.45,10.9,44.18,1.75,2011.62,4.6,6.48,44.64,49.73,8727.9,40.91,34.42,9.83,8177.02,7.38,7.34,21.52,30.3,4.81,10.01,6.7
491.31,13.3,3533.38,96.4,14.73,8.56,26103.15,43381.1,6.24,4.79,175.74,5.9,4568.33,6200.3,10710.79,4590.69,1696.29,1936.83,7.15,1.95,11704.44,12.35,2.44,39.39,18927.26,5.72,16.2,11,43.85,1.91,2056.97,3.96,6.41,45.89,46.62,8706.5,43.09,34.56,9.65,8304.64,7.05,7.22,17.18,24.42,7.2,9.84,6.71
499.56,13.38,3546.23,96.46,13.91,8.54,26140.53,43288.1,7.16,4.96,174.13,5.96,4630.85,6267.3,10732.56,4595.75,1692.61,1955.76,7.15,2.15,11681,13.71,2.44,39.74,18827.44,5.79,16.2,10.81,43.98,1.88,2036.04,3.62,6.4,45.13,44.69,8815.5,42.88,34.19,9.72,8323.95,6.36,7.53,18.34,25.84,5.6,9.84,6.63
489.13,13.4,3568.87,95.43,14.27,8.62,26112.36,43585.1,8.14,4.77,173.89,5.48,4547.37,6168.5,10695.38,4592.43,1689.4,1971.11,7.65,1.92,11675.28,13.31,2.44,39.45,18877.48,5.47,16.8,10.86,44.08,1.87,2039.62,4.790003,6.24,45.09,44.46,8754.1,42.77,34.61,9.77,8332.56,6.55,7.28,18.89,25.73,6.26,10.01,6.62
496.38,13.45,3539.28,96.15,14.73,8.59,26174.62,43264.1,8.25,5.15,175.54,5.5,4640.55,6243.5,10716.44,4596.92,1695.85,1973.36,7.4,1.91,11673.77,13.22,2.44,40.57,19136.6,5.61,16.2,10.85,44.18,1.9,2060.09,4.13,6.6,46.04,47.07,8836.5,43.85,34.45,9.82,8338.16,6.65,7.31,16.46,23.6,7.93,9.84,6.66
506.02,13.45,3539.28,96.1,14.63,8.83,26139.17,43350.1,7.99,4.76,175.32,5.34,4691.33,6276.1,10847.16,4594.97,1692.61,1961.41,7.1,2.51,11626.43,14.21,2.44,38.34,19033.81,5.28,16.2,10.91,44.68,1.86,2059.76,4.100002,6.4,45.38,46.62,8851.6,43.62,35.25,10.07,8338.16,7.42,7.35,16.83,23.88,5.82,9.77,6.62
500.11,13.26,3539.28,95.14,14.3,8.28,26099.87,43350.1,7.49,4.79,174.03,6.44,4621.9,6216.3,10687.89,4593.11,1692.61,1961.41,7,1.8,11641.06,13.56,2.54,38.68,19225.74,5.87,16.25,10.82,44.18,1.9,2039.6,4.060001,6.4,45.58,45.91,8792.6,42.82,34.36,9.82,8338.16,6.6,7.49,18.15,25.78,6.26,10,6.73
502.76,13.49,3539.28,96.69,14.54,8.89,26139.83,43713.1,8.09,4.89,175.35,5.6,4663.66,6260.6,10793.68,4591.05,1692.61,1961.41,7.3,1.98,11686.05,13.57,2.44,39.23,19124.17,5.78,16.8,10.91,44.13,1.85,2055.05,4.360001,6.4,45.99,46.99,8901.9,43.42,35.03,9.79,8338.16,5.19,7.79,17.54,24.72,6.78,9.98,6.66
506.13,13.35,3539.28,95.25,14.2,8.54,26154.83,43634.1,7.7,4.94,174.34,5.68,4702.02,6297.3,10781.53,4595.72,1696.5,2017.93,7.12,2.05,11665.46,13.43,2.29,38.77,19146.55,5.82,16.2,10.86,43.73,1.89,2042.01,4.160001,6.4,44.61,45.83,8902.8,43.39,34.53,9.6,8338.16,6.84,7.68,19.23,26.28,6.05,9.73,6.59
496.68,13.5,3539.28,95.01,14.36,7.88,26162.6,43405.1,8.13,4.91,172.94,6,4584.85,6216.1,10631.94,4603.09,1699.78,1948.82,7.23,2.27,11676.01,13.18,2.44,38.99,19000.82,6.3,16.2,10.91,44.34,1.86,2031.74,4.660001,6.4,44.84,47.42,8811,42.69,34.58,9.9,8338.16,6.79,7.63,18.91,27.01,5.67,9.87,6.69
483.67,13.25,3539.28,94.17,13.95,8.33,26113.23,43042.1,7.38,4.78,172.46,5.02,4516.52,6152.4,10644.56,4604.42,1700.36,1960.09,6.95,1.85,11694.62,12.77,2.44,38.11,18832.87,5.98,16.2,10.88,44.07,1.88,2023.2,3.230001,6.15,43.61,45.62,8639.7,41.72,33.49,9.77,8273.74,5.83,7.13,20.37,28.09,6.16,9.84,6.65
496.49,13.55,3539.28,95.67,14.83,8.46,26078.24,43661.1,8.1,4.87,176.39,6.02,4619.79,6174.1,10759.3,4590.87,1685.67,1956.03,7.39,2.11,11668.68,13.22,2.54,39.75,19020.78,5.93,15.65,10.82,44.32,1.9,2058.68,4.320002,6.45,45.28,49.43,8781.7,43.79,34.56,9.89,8168.68,6.73,7.36,16.54,23.7,7.19,9.7,6.58
504.16,13.23,3562.95,94.69,14.02,8.65,26129.89,43577.1,7.8,4.8,172.65,4.57,4685.39,6291.5,10813.6,4594.04,1687.21,1972.14,7.31,2.21,11657.68,13.8,2.44,37.82,19495.1,5.06,16.2,10.83,43.94,1.88,2027.01,4.03,6.49,44.65,45.09,8845.7,42.31,34.85,9.69,8302.08,6.87,7.25,19.45,27.37,4.39,10.02,6.65
492.36,13.35,3540.43,95.58,14.32,8.16,26151.26,43383.1,7.38,4.86,175.69,6.77,4595.14,6219.9,10637.96,4593.11,1685.83,1965.79,6.92,2.01,11671.93,13.37,2.44,39.94,19095.17,5.88,16.1,10.79,44.13,1.87,2052.93,4.170002,6.4,44.85,48.54,8777.8,43.41,34.9,9.8,8291.89,7.39,7.16,17.37,24.88,6.89,9.87,6.67
501.35,13.34,3563.54,95.95,14.39,8.46,25974.29,43171.1,7.83,4.85,173.54,5.17,4675.44,6165,10821.97,4591.85,1697.6,1959.29,7.02,1.91,11693.55,12.66,2.44,39.62,19048.55,5.62,16.2,10.78,44.08,1.86,2040.88,4.240002,6.4,45.02,45.63,8851.1,43.33,33.87,9.77,8338.16,5.44,7.43,18.41,25.85,6.13,9.87,6.67
503.2,13.21,3572.56,96.28,15.28,8.56,26234.08,43660.1,9.02,4.86,176.83,6.9,4660.59,6310.4,10801.44,4592.02,1701.27,1961.41,7.51,2.26,11682.9,13.94,2.44,38.72,19257.98,5.82,16.2,10.96,44.53,1.88,2069.09,4.159999,6.4,46,47.08,8814.4,43.63,34.56,9.99,8322.83,6.95,7.24,16.68,24.81,5.5,9.84,6.67
511.68,13.25,3548.41,96.78,14.41,8.7,26081.47,43478.1,7.97,5.09,176.17,5.23,4758.18,6315.4,10891.54,4596.13,1699.94,1975.63,7.2,1.81,11640.9,14.33,2.44,39.98,19036.12815,5.92,16.2,10.79,44.01,1.89,2066.1,3.770002,6.4,45.43,47.43,8909.9,44.88,34.79,9.74,8531.86,6.28,7.72,18.85,25.76,7.11,9.85,6.65
500.38,13.17,3583.07,94.9,14.25,8.22,26116.16,42890.1,7.94,4.86,172.95,4.56,4610.47,6214.4,10725.94,4597.19,1704.4,1969.15,7.57,2.06,11674.54,13.07,2.44,38.03,18932.04,6.22,16.2,11.03,43.95,1.88,2036.34,4.080002,6.3,44.45,44.2,8790,42.24,33.81,9.7,8421.43,7.13,7.43,18.11,25.54,6.24,10.18,6.65
499.39,13.48,3566.54,95.86,14.68,8.71,26090.98,43178.1,8.74,5.15,175.24,5.51,4644.55,6273.9,10799.7,4610.8,1692.97,1962.52,7.17,2.25,11687.45,13.4,2.44,39.73,19043.89,5.58,16.2,11.06,45.04,1.86,2060.67,4.249999,6.4,45.79,46.95,8822,43.84,35.54,10.25,8477.98,6.65,7.33,17.95,26.03,6.33,9.81,6.65
500.18,13.32,3518.88,95.54,14.3,8.22,26084.14,43586.1,7.94,4.73,174.46,5.51,4649.77,6246,10813.23,4595.83,1698.52,1957.24,7.1,1.92,11687.54,12.43,2.44,39.52,19271.26,5.79,16.2,10.91,43.9,1.9,2050.81,4.19,6.33,44.97,46,8908.8,43.73,34.84,9.68,8301.66,7.26,7.31,17.54,25.47,5.84,9.87,6.65
496.36,13.3,3581,95.13,14.58,8.61,26049.47,43835.1,7.69,4.95,174.61,6.11,4601.06,6236,10678.25,4588.45,1685.22,1980.42,7.2,2.2,11685.99,12.81,2.44,38.9,18721.84,5.97,16.2,10.9,44.07,1.87,2041.36,4.300001,6.6,45.42,46.07,8774.6,42.06,34.45,9.76,8264.44,6.32,7.38,18.06,24.86,6.38,9.92,6.65
494.62,13.4,3495.11,94.99,14.58,8.05,26151.46,43413.1,7.9,4.73,172.78,5.49,4610.28,6261.9,10713.29,4597.74,1693.5,1964.51,7.2,2.07,11669.63,13.74,2.44,39.46,18841.79,5.87,16.7,10.86,43.21,1.86,2032.55,4.290001,6.4,44.75,45.97,8862.3,42.42,34.37,9.34,8303.96,6.65,7.55,18.18,26.36,5.23,9.82,6.64
505.29,13.25,3580.76,96.04,14.38,8.79,26154.49,43598.1,8.51,4.98,174.86,6.56,4678.65,6273.7,10867.35,4593.11,1692.61,1964.91,7.1,2.11,11676.7,12.94,2.53,38.82,19113,5.92,16.2,10.84,44.47,1.9,2057.16,3.930002,6.45,45.76,46.49,8846,44.61,35.21,9.97,8219.11,6.35,7.22,17.53,24.56,6.04,10.03,6.6
504.04,13.35,3556.43,95.14,14.2,8.17,26113.24,43230.1,8,4.92,173.59,5.81,4674.64,6249.6,10768.04,4594.79,1698.41,1970.76,6.75,2.08,11680.6,12.75,2.44,38.83,18884.18,5.47,15.7,10.8,44.13,1.85,2043.43,4.04,6.4,45.88,44.08,8869.5,42.89,35.27,9.79,8358.82,7.76,7.36,18.82,25.79,6.84,9.87,6.72
